Qubit,Value,RGB1,RGB2,RGB3,Active
Q0,0.0,0.8106543271652416,0.9218447051984724,0.9373759048616408,0
Q1,-0.00043054785779811887,0.8106543271652416,0.9218447051984724,0.9373759048616408,1
Q2,-0.0009691353462286424,0.763897854764939,0.7572688769419182,0.9494023023345208,0
Q3,-0.003351765023413513,0.8299576787894204,0.5632024035248271,0.7762744444444444,0
Q4,-0.0008173840782531114,0.7576693751824222,0.47696440257052414,0.4377552097141371,0
Q5,-0.001143461597759351,0.4587619752319175,0.48057366087571074,0.19972785287539777,0
Q6,-0.0008624072045813608,0.17004232121057958,0.43679759647517286,0.2237255555555555,0
Q7,-0.003014758506878822,0.10361479515598847,0.09497494261006116,0.20622110711523312,0
Q8,-0.0007222181805437125,0.08259385956193721,0.27284810506762325,0.3077201223179875,0
Q9,0.00010976611836781194,0.17004232121057958,0.43679759647517286,0.2237255555555555,0
Q10,-0.0002444423505197884,0.4587619752319175,0.48057366087571074,0.19972785287539777,0
Q11,-0.003222081015346593,0.7576693751824222,0.47696440257052414,0.4377552097141371,0
Q12,-0.0016029498950574255,0.8299576787894204,0.5632024035248271,0.7762744444444444,0
Q13,-0.0018933705668114876,0.763897854764939,0.7572688769419182,0.9494023023345208,0
Q0,0.0,0.8106543271652416,0.9218447051984724,0.9373759048616408,0
Q1,-0.004944097912465087,0.8106543271652416,0.9218447051984724,0.9373759048616408,0
Q2,-0.003867331629268356,0.763897854764939,0.7572688769419182,0.9494023023345208,0
Q3,-0.0055521170905363125,0.8299576787894204,0.5632024035248271,0.7762744444444444,0
Q4,-0.0020228646384085718,0.7576693751824222,0.47696440257052414,0.4377552097141371,0
Q5,-0.0014113030198994521,0.4587619752319175,0.48057366087571074,0.19972785287539777,0
Q6,-0.0008634289516438493,0.17004232121057958,0.43679759647517286,0.2237255555555555,0
Q7,-0.004521572690100724,0.10361479515598847,0.09497494261006116,0.20622110711523312,0
Q8,-0.0021357151591124904,0.08259385956193721,0.27284810506762325,0.3077201223179875,0
Q9,-0.0011327495954034502,0.17004232121057958,0.43679759647517286,0.2237255555555555,0
Q10,-0.0015193434220324477,0.4587619752319175,0.48057366087571074,0.19972785287539777,0
Q11,-0.006946021361777121,0.7576693751824222,0.47696440257052414,0.4377552097141371,0
Q12,-0.004192825987798171,0.8299576787894204,0.5632024035248271,0.7762744444444444,0
Q13,-0.004176474014845369,0.763897854764939,0.7572688769419182,0.9494023023345208,0
Q0,0.0,0.8106543271652416,0.9218447051984724,0.9373759048616408,0
Q1,-0.0032314546824462652,0.8106543271652416,0.9218447051984724,0.9373759048616408,0
Q2,-0.0028024199150091175,0.763897854764939,0.7572688769419182,0.9494023023345208,0
Q3,-0.00294755134325667,0.8299576787894204,0.5632024035248271,0.7762744444444444,0
Q4,-0.0002468461105060542,0.7576693751824222,0.47696440257052414,0.4377552097141371,0
Q5,-0.00026727767835511406,0.4587619752319175,0.48057366087571074,0.19972785287539777,0
Q6,-0.0004967588561025714,0.17004232121057958,0.43679759647517286,0.2237255555555555,0
Q7,-0.0029090122208182937,0.10361479515598847,0.09497494261006116,0.20622110711523312,0
Q8,-0.0006906464202704973,0.08259385956193721,0.27284810506762325,0.3077201223179875,0
Q9,-0.0003605438356361649,0.17004232121057958,0.43679759647517286,0.2237255555555555,0
Q10,-2.6686507837019122e-5,0.4587619752319175,0.48057366087571074,0.19972785287539777,0
Q11,-0.0029148601701922093,0.7576693751824222,0.47696440257052414,0.4377552097141371,0
Q12,-0.0010385195351301198,0.8299576787894204,0.5632024035248271,0.7762744444444444,0
Q13,-0.0011275154661027891,0.763897854764939,0.7572688769419182,0.9494023023345208,0
Q0,0.0,0.8106543271652416,0.9218447051984724,0.9373759048616408,0
Q1,-0.0005709488097913563,0.8106543271652416,0.9218447051984724,0.9373759048616408,0
